"epoch","hopfield_testset - _step","hopfield_testset - _step__MIN","hopfield_testset - _step__MAX","hopfield_testset - loss_to_report_val","hopfield_testset - loss_to_report_val__MIN","hopfield_testset - loss_to_report_val__MAX"
"304","608","608","608","0.12886074286149035","0.12886074286149035","0.12886074286149035"
"305","610","610","610","0.12879102101896603","0.12879102101896603","0.12879102101896603"
"306","612","612","612","0.12936356407510338","0.12936356407510338","0.12936356407510338"
"307","614","614","614","0.12831421450716562","0.12831421450716562","0.12831421450716562"
"308","616","616","616","0.12731679054824424","0.12731679054824424","0.12731679054824424"
"309","618","618","618","0.12634543401524012","0.12634543401524012","0.12634543401524012"
"310","620","620","620","0.1303126471193427","0.1303126471193427","0.1303126471193427"
"311","622","622","622","0.12871210952596446","0.12871210952596446","0.12871210952596446"
"312","624","624","624","0.12708589675510634","0.12708589675510634","0.12708589675510634"
"313","626","626","626","0.12688174078082454","0.12688174078082454","0.12688174078082454"
"314","628","628","628","0.12626240946932432","0.12626240946932432","0.12626240946932432"
"315","630","630","630","0.12771530086180613","0.12771530086180613","0.12771530086180613"
"316","632","632","632","0.12851975638264293","0.12851975638264293","0.12851975638264293"
"317","634","634","634","0.1274061145740794","0.1274061145740794","0.1274061145740794"
"318","636","636","636","0.12637971166360537","0.12637971166360537","0.12637971166360537"
"319","638","638","638","0.12728699641037286","0.12728699641037286","0.12728699641037286"
"320","640","640","640","0.1265809632914759","0.1265809632914759","0.1265809632914759"
"321","642","642","642","0.12745790241187313","0.12745790241187313","0.12745790241187313"
"322","644","644","644","0.12678696939520412","0.12678696939520412","0.12678696939520412"
"323","646","646","646","0.1277801241572906","0.1277801241572906","0.1277801241572906"
"324","648","648","648","0.12764051772400903","0.12764051772400903","0.12764051772400903"
"325","650","650","650","0.12845805220332637","0.12845805220332637","0.12845805220332637"
"326","652","652","652","0.12888069323403287","0.12888069323403287","0.12888069323403287"
"327","654","654","654","0.1290235789477328","0.1290235789477328","0.1290235789477328"
"328","656","656","656","0.12908770532837574","0.12908770532837574","0.12908770532837574"
"329","658","658","658","0.12779970102431945","0.12779970102431945","0.12779970102431945"
"330","660","660","660","0.1294832126430106","0.1294832126430106","0.1294832126430106"
"331","662","662","662","0.1295027146929724","0.1295027146929724","0.1295027146929724"
"332","664","664","664","0.13025098610111194","0.13025098610111194","0.13025098610111194"
"333","666","666","666","0.12854128202972617","0.12854128202972617","0.12854128202972617"
"334","668","668","668","0.12963542800008612","0.12963542800008612","0.12963542800008612"
"335","670","670","670","0.12737876283750507","0.12737876283750507","0.12737876283750507"
"336","672","672","672","0.12824449134679136","0.12824449134679136","0.12824449134679136"
"337","674","674","674","0.12842674699237994","0.12842674699237994","0.12842674699237994"
"338","676","676","676","0.13094185764470526","0.13094185764470526","0.13094185764470526"
"339","678","678","678","0.12873224657816104","0.12873224657816104","0.12873224657816104"
"340","680","680","680","0.12822505663569628","0.12822505663569628","0.12822505663569628"
"341","682","682","682","0.12979988067605414","0.12979988067605414","0.12979988067605414"
